type,source,episodes,status,airing,rating,score,scored_by,popularity,members,genre
Special,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,5.47,2596,4633,5687,"Mecha,Sci-Fi"
TV,Novel,24,FinishedAiring,FALSE,G-AllAges,6.14,22,11651,168,"Adventure,Fantasy,Shounen"
TV,Manga,23,FinishedAiring,FALSE,PG-13-Teens13orolder,6.16,2352,4372,6517,"Sports,Seinen"
Special,Manga,9,FinishedAiring,FALSE,PG-13-Teens13orolder,6.73,15532,2003,32815,"Parody,Comedy"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,4.39,115,10889,236,Dementia
TV,Manga,0,CurrentlyAiring,TRUE,G-AllAges,4.57,7,10587,281,SliceofLife
TV,Manga,26,FinishedAiring,FALSE,None,6.57,134,9228,593,"Comedy,SliceofLife"
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,4.78,214,10137,357,Dementia
OVA,Unknown,1,FinishedAiring,FALSE,PG-Children,5.67,36,11716,164,Comedy
OVA,Manga,2,FinishedAiring,FALSE,R+-MildNudity,6.42,3940,4079,7815,"Romance,Drama,Yaoi"
OVA,Lightnovel,3,FinishedAiring,FALSE,Rx-Hentai,6.57,1288,5781,3254,Hentai
TV,Music,10,FinishedAiring,FALSE,G-AllAges,5.5,126,10266,336,"Comedy,Kids"
TV,Manga,13,FinishedAiring,FALSE,PG-13-Teens13orolder,7.63,27789,1513,51282,"SliceofLife,Comedy,School"
TV,Unknown,240,FinishedAiring,FALSE,PG-Children,6.32,19,12368,129,"Comedy,Kids"
Unknown,Game,0,Notyetaired,FALSE,R-17+(violence&profanity),0,1,4461,6265,"Action,Magic,Fantasy"
TV,Original,13,FinishedAiring,FALSE,PG-13-Teens13orolder,7.09,3103,4793,5250,"Adventure,Comedy"
TV,Original,39,FinishedAiring,FALSE,PG-Children,6.37,3241,4404,6435,"Adventure,Comedy,Fantasy,Mystery,Sci-Fi,Shounen"
Special,Lightnovel,6,FinishedAiring,FALSE,R+-MildNudity,6.7,3296,3986,8234,"Ecchi,Comedy"
OVA,Unknown,2,FinishedAiring,FALSE,R-17+(violence&profanity),5.79,490,7930,1195,"Action,Fantasy,Demons,Sci-Fi"
OVA,Visualnovel,3,FinishedAiring,FALSE,Rx-Hentai,5.84,263,8710,796,"Adventure,Fantasy,Hentai,Romance"
ONA,Original,3,FinishedAiring,FALSE,G-AllAges,5.32,556,8257,1012,Comedy
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,5.43,509,8451,915,"Adventure,Military"
Movie,Manga,1,FinishedAiring,FALSE,G-AllAges,7.18,1087,6618,2242,"Adventure,Fantasy"
TV,Unknown,39,FinishedAiring,FALSE,PG-Children,6.69,13,12241,135,"Adventure,Comedy,Sci-Fi"
TV,Other,13,FinishedAiring,FALSE,PG-13-Teens13orolder,5.97,9662,2256,26935,"Game,Comedy,Ecchi"
Special,Manga,3,FinishedAiring,FALSE,G-AllAges,5.8,5109,3672,10065,Shoujo
Special,Original,2,FinishedAiring,FALSE,G-AllAges,5.61,1092,5005,4694,Drama
Movie,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.99,1282,5686,3398,"Action,Sci-Fi,Adventure,Comedy,Drama,Romance"
OVA,Manga,1,FinishedAiring,FALSE,G-AllAges,6.63,1072,6993,1882,"Drama,Shoujo"
ONA,Visualnovel,10,FinishedAiring,FALSE,PG-13-Teens13orolder,6.66,1425,4295,6863,"Comedy,Romance,School,ShoujoAi"
OVA,Visualnovel,2,FinishedAiring,FALSE,Rx-Hentai,6.74,1329,5415,3819,Hentai
OVA,Unknown,1,FinishedAiring,FALSE,Rx-Hentai,5.25,294,8412,932,Hentai
Special,Original,9,FinishedAiring,FALSE,PG-13-Teens13orolder,7.21,10823,2274,26531,"Comedy,Ecchi,SliceofLife"
Movie,Unknown,1,FinishedAiring,FALSE,None,6,142,9569,489,"Action,Mecha,Sci-Fi,SuperPower"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,4.98,166,9892,409,Supernatural
Music,Music,1,FinishedAiring,FALSE,G-AllAges,5.71,103,11479,182,Music
OVA,Manga,1,FinishedAiring,FALSE,Rx-Hentai,5.52,119,9310,560,Hentai
OVA,Game,1,FinishedAiring,FALSE,G-AllAges,6.45,85,10750,258,"Comedy,Fantasy"
ONA,Manga,1,FinishedAiring,FALSE,R-17+(violence&profanity),5.77,914,7155,1743,"Action,Supernatural,Thriller"
ONA,Original,1,FinishedAiring,FALSE,G-AllAges,5.05,327,9016,672,Action
Special,Unknown,1,FinishedAiring,FALSE,PG-Children,7.16,283,8396,938,"Action,Adventure,Comedy,Mecha,Shounen,Space"
Movie,Unknown,1,FinishedAiring,FALSE,PG-Children,6.58,385,8420,925,"SliceofLife,Historical,Drama"
OVA,Lightnovel,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.86,76201,711,120509,"Adventure,Comedy,Supernatural,Magic,Fantasy"
TV,Novel,10,FinishedAiring,FALSE,PG-13-Teens13orolder,6.68,225,7262,1653,"Action,Historical,MartialArts,Fantasy"
TV,Unknown,13,FinishedAiring,FALSE,G-AllAges,6.33,282,8751,776,"Adventure,Fantasy,Kids"
OVA,Manga,2,FinishedAiring,FALSE,PG-13-Teens13orolder,7.25,14254,2312,25742,"Romance,ShounenAi"
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,7.22,46,12369,130,"Comedy,Historical,Seinen"
Movie,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.71,972,6602,2254,Comedy
Movie,Unknown,1,FinishedAiring,FALSE,R-17+(violence&profanity),6.06,192,9393,540,"Military,Drama,Sci-Fi"
TV,Manga,172,FinishedAiring,FALSE,G-AllAges,7.43,4293,3546,10915,"Kids,Adventure,Fantasy,Magic,Comedy,Romance,School,Drama,Shoujo"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,4.92,39,11619,171,"Adventure,Comedy,Kids,Fantasy"
OVA,Original,1,FinishedAiring,FALSE,G-AllAges,10,1,14276,29,Kids
TV,Original,25,FinishedAiring,FALSE,R-17+(violence&profanity),8.26,27365,1438,55184,"Action,Drama,Mecha,Sci-Fi,Space"
TV,Original,13,FinishedAiring,FALSE,G-AllAges,5.35,26,10998,226,Comedy
Movie,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.37,2386,4959,4773,"Historical,SliceofLife"
TV,Lightnovel,13,FinishedAiring,FALSE,PG-13-Teens13orolder,6.33,2295,4369,6526,"Drama,Romance"
Music,Music,1,FinishedAiring,FALSE,G-AllAges,4.86,179,10287,330,"Music,Comedy,Fantasy"
Special,Unknown,1,FinishedAiring,FALSE,G-AllAges,5.94,106,10311,330,"Action,Adventure,Sci-Fi,Space"
OVA,Unknown,3,FinishedAiring,FALSE,PG-13-Teens13orolder,5.36,491,7972,1171,"Fantasy,Military,School,Sci-Fi"
TV,Original,24,FinishedAiring,FALSE,PG-Children,7.16,6920,2914,16764,"Comedy,Fantasy,SliceofLife"
OVA,Original,4,FinishedAiring,FALSE,R+-MildNudity,7.34,8915,2993,15788,"Action,Magic"
OVA,Manga,15,FinishedAiring,FALSE,R-17+(violence&profanity),7.88,1493,5127,4421,"Adventure,Mystery"
TV,Unknown,10,FinishedAiring,FALSE,G-AllAges,5,21,12448,125,Music
ONA,Original,1,FinishedAiring,FALSE,G-AllAges,3.16,25,13223,88,Comedy
OVA,Unknown,1,FinishedAiring,FALSE,G-AllAges,6.42,62,10943,229,"Kids,Fantasy"
Movie,Game,1,FinishedAiring,FALSE,PG-Children,7.68,9690,2888,17035,Mystery
OVA,Original,1,FinishedAiring,FALSE,G-AllAges,7.18,456,7621,1390,"Fantasy,Magic,Music,Shoujo"
TV,Original,21,FinishedAiring,FALSE,None,5.8,15,12084,142,"Cars,Comedy,Parody,Shounen"
OVA,Manga,12,FinishedAiring,FALSE,R-17+(violence&profanity),6.64,86,9100,642,"Action,Comedy,Shounen"
Movie,Unknown,1,FinishedAiring,FALSE,PG-Children,6.04,26,12178,138,"Comedy,Fantasy,Kids"
Movie,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.15,545,6930,1940,"Action,Adventure,Romance,Sci-Fi"
Special,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.45,1825,4774,5305,"Action,Game,Sci-Fi"
TV,Original,26,FinishedAiring,FALSE,PG-13-Teens13orolder,7.39,1794,4116,7657,"Adventure,Comedy,Drama,Mecha,Sci-Fi"
OVA,Visualnovel,2,FinishedAiring,FALSE,Rx-Hentai,7.03,1703,5239,4164,Hentai
Special,Unknown,1,FinishedAiring,FALSE,G-AllAges,6.91,484,7564,1429,Comedy
OVA,Visualnovel,1,FinishedAiring,FALSE,R+-MildNudity,6.32,42813,1077,77108,"Horror,School"
Movie,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.26,16749,2132,29537,"Action,Adventure,Comedy,Fantasy,Shounen"
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,6.59,2082,5653,3446,Music
TV,Unknown,26,FinishedAiring,FALSE,G-AllAges,5.96,24,11009,223,Kids
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,4.65,70,11116,213,Dementia
Movie,Other,1,FinishedAiring,FALSE,G-AllAges,4.55,11,13898,54,"Fantasy,Historical"
Movie,Unknown,1,FinishedAiring,FALSE,PG-Children,6.08,110,10172,349,Sci-Fi
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,7.48,407,8703,800,Adventure
TV,Unknown,38,FinishedAiring,FALSE,PG-13-Teens13orolder,6,41,10809,248,"Comedy,Parody,SuperPower"
TV,Original,52,FinishedAiring,FALSE,G-AllAges,4.64,11,11988,149,Kids
Movie,Game,1,FinishedAiring,FALSE,PG-Children,7.08,36143,1399,57247,"Action,Adventure,Comedy,Fantasy,Kids,Sci-Fi"
TV,Original,12,FinishedAiring,FALSE,PG-Children,7.1,796,7311,1614,"Comedy,Fantasy"
Movie,Original,1,FinishedAiring,FALSE,PG-13-Teens13orolder,5.65,344,9063,652,SliceofLife
TV,Manga,19,FinishedAiring,FALSE,PG-Children,6.69,843,6247,2658,"Music,Romance,Shoujo,Sports"
OVA,Book,1,FinishedAiring,FALSE,G-AllAges,6,1,14033,45,Kids
OVA,Lightnovel,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.64,15189,2100,30247,"Sci-Fi,Comedy,Parody,Romance"
TV,Manga,12,FinishedAiring,FALSE,PG-13-Teens13orolder,6.69,13180,2085,30794,"Action,Comedy,Ecchi,Romance,School,Sci-Fi,Shounen"
Movie,Original,1,FinishedAiring,FALSE,PG-Children,6.18,391,7546,1432,"Action,Mecha,Historical"
Music,Unknown,1,FinishedAiring,FALSE,G-AllAges,7.96,8922,2831,17724,Music
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,7.38,440,7635,1379,"Action,SliceofLife,Magic,Fantasy,School,Shoujo"
OVA,Unknown,10,FinishedAiring,FALSE,G-AllAges,5.68,78,10370,318,"SliceofLife,Comedy"
TV,Cardgame,52,FinishedAiring,FALSE,G-AllAges,6.77,591,7340,1584,Fantasy
TV,Original,12,FinishedAiring,FALSE,PG-13-Teens13orolder,7.5,2847,3886,8754,"Drama,Military,Seinen"
Music,Music,1,FinishedAiring,FALSE,G-AllAges,5.25,189,10350,322,"Comedy,Music"
Music,Music,1,FinishedAiring,FALSE,G-AllAges,5.02,56,12081,142,Music
Special,Original,1,FinishedAiring,FALSE,G-AllAges,7.43,2861,4425,6375,"Comedy,Drama,SliceofLife"
OVA,Unknown,1,FinishedAiring,FALSE,Rx-Hentai,5.41,141,9472,512,Hentai
TV,Manga,13,FinishedAiring,FALSE,PG-13-Teens13orolder,7.3,57366,617,135145,"Action,Fantasy,Josei,Mystery,Sci-Fi"
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,7.24,1137,6241,2668,"Kids,Magic,Shoujo"
TV,4-komamanga,12,FinishedAiring,FALSE,PG-13-Teens13orolder,5.89,12530,2322,25589,"Ecchi,SliceofLife,Comedy,Military,Seinen"
Special,Unknown,2,FinishedAiring,FALSE,PG-13-Teens13orolder,4.87,132,10996,225,Music
OVA,Visualnovel,2,FinishedAiring,FALSE,Rx-Hentai,6.63,947,5967,2988,Hentai
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,6.36,11,13590,72,"Comedy,Parody,SuperPower"
TV,Original,59,FinishedAiring,FALSE,PG-13-Teens13orolder,7.36,5467,3427,11830,"Action,Adventure,Demons,Game,Shounen"
Movie,Other,1,FinishedAiring,FALSE,G-AllAges,5.24,17,12302,131,Supernatural
Movie,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,8,21248,1970,33950,"Adventure,Mystery,Comedy,Police,Shounen"
Special,Visualnovel,1,FinishedAiring,FALSE,R-17+(violence&profanity),6.24,8664,2865,17330,"Psychological,Drama,Sci-Fi,ShounenAi"
TV,Manga,12,FinishedAiring,FALSE,R-17+(violence&profanity),7.93,111160,317,226392,"Horror,Mystery,Romance,School,Shounen,Supernatural"
Movie,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.69,394,7254,1668,"SliceofLife,Comedy,Magic,Fantasy"
TV,Manga,12,FinishedAiring,FALSE,PG-13-Teens13orolder,6.73,3025,4236,7154,"Comedy,Sports"
Movie,Original,1,FinishedAiring,FALSE,R+-MildNudity,5.07,230,9193,603,Dementia
Special,4-komamanga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.5,148,9044,660,"SliceofLife,Comedy,School"
TV,Manga,13,FinishedAiring,FALSE,R-17+(violence&profanity),7.47,13576,2282,26382,"SliceofLife,Comedy,Drama,School,Josei"
TV,Original,13,FinishedAiring,FALSE,R+-MildNudity,7.5,12025,1681,43671,"Action,Horror,Demons,Supernatural,Romance"
Special,Manga,6,FinishedAiring,FALSE,G-AllAges,6.41,1105,5968,2991,"Historical,Seinen,SliceofLife"
Movie,Other,4,FinishedAiring,FALSE,G-AllAges,6.38,3051,3792,9319,Comedy
Movie,Original,1,FinishedAiring,FALSE,R+-MildNudity,3.8,329,9308,563,Dementia
Movie,Novel,1,FinishedAiring,FALSE,None,6.51,77,9493,508,Drama
TV,Original,24,FinishedAiring,FALSE,PG-13-Teens13orolder,7.03,631,6375,2512,"Action,Adventure,Space,Drama,Sci-Fi"
Movie,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.55,116685,455,176390,"Action,Adventure,SuperPower"
OVA,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,5.8,142,9791,432,"Romance,Shoujo"
OVA,Manga,1,FinishedAiring,FALSE,Rx-Hentai,6.27,342,8421,929,Hentai
Special,Unknown,1,FinishedAiring,FALSE,G-AllAges,5.59,87,10325,328,SliceofLife
TV,Manga,12,FinishedAiring,FALSE,R+-MildNudity,6.73,62226,610,136544,"Drama,Ecchi,Music,Romance,School,Shounen"
Music,Original,1,FinishedAiring,FALSE,G-AllAges,4.78,46,13263,86,Music
TV,Manga,13,FinishedAiring,FALSE,R-17+(violence&profanity),7.53,29860,1250,65234,"Sci-Fi,Comedy,Shounen"
OVA,Unknown,3,FinishedAiring,FALSE,None,6.25,87,9823,422,"Drama,Fantasy,SuperPower"
OVA,Visualnovel,2,FinishedAiring,FALSE,Rx-Hentai,6.84,1285,5190,4271,Hentai
Music,Unknown,1,FinishedAiring,FALSE,G-AllAges,6.07,536,8368,949,"SliceofLife,Music,Drama,Sci-Fi"
Special,Unknown,1,FinishedAiring,FALSE,PG-Children,6.24,81,9751,438,"Drama,Historical"
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,5.18,38,11766,160,"Comedy,SliceofLife"
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,5.21,250,9748,441,Comedy
OVA,Unknown,2,FinishedAiring,FALSE,Rx-Hentai,5.75,411,7393,1544,"School,Hentai"
Special,Other,1,FinishedAiring,FALSE,PG-13-Teens13orolder,5.64,44,9557,493,"Comedy,Game,School,Sports"
ONA,Unknown,4,FinishedAiring,FALSE,G-AllAges,4.82,11,13026,97,"Comedy,Kids"
TV,Original,53,FinishedAiring,FALSE,G-AllAges,6.63,151,9508,506,"Comedy,Drama"
Special,Visualnovel,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.51,124,8844,733,Romance
Movie,Original,1,Notyetaired,FALSE,PG-13-Teens13orolder,0,0,1761,40490,"Action,Drama,SuperPower,Supernatural"
Movie,Novel,1,FinishedAiring,FALSE,PG-13-Teens13orolder,8.17,8547,2924,16650,"Action,Space,Military,Drama,Sci-Fi"
OVA,Novel,7,FinishedAiring,FALSE,PG-13-Teens13orolder,8.31,23492,1481,52688,"Action,Drama,Mecha,Military,Sci-Fi,Space"
OVA,Visualnovel,2,FinishedAiring,FALSE,Rx-Hentai,6.54,942,6194,2728,Hentai
Movie,Game,1,FinishedAiring,FALSE,PG-13-Teens13orolder,4.4,1439,5165,4342,"Mystery,Horror"
Movie,Unknown,1,FinishedAiring,FALSE,None,4.95,21,12113,141,"Adventure,Comedy,Fantasy"
Movie,Original,1,FinishedAiring,FALSE,R+-MildNudity,3.52,223,9868,413,Dementia
TV,Original,13,FinishedAiring,FALSE,PG-13-Teens13orolder,7.18,22973,1547,49164,"Dementia,Horror,Demons,Supernatural"
TV,Webmanga,12,FinishedAiring,FALSE,R-17+(violence&profanity),5.69,22119,1321,61511,"Action,Supernatural,Vampire"
OVA,Manga,14,FinishedAiring,FALSE,PG-13-Teens13orolder,8.38,43270,1145,72065,"Action,Adventure,Shounen,SuperPower"
TV,Lightnovel,12,FinishedAiring,FALSE,R-17+(violence&profanity),7.47,65701,529,152358,"Fantasy,Mystery"
TV,Manga,24,FinishedAiring,FALSE,PG-13-Teens13orolder,6.81,28829,1219,66781,"Action,Adventure,Drama,Mecha,Sci-Fi"
OVA,Manga,4,FinishedAiring,FALSE,R+-MildNudity,6.35,2097,4835,5115,"Action,Police"
TV,Original,44,FinishedAiring,FALSE,PG-13-Teens13orolder,6.9,319,7850,1242,"Adventure,Mecha,Sci-Fi,Shounen"
Movie,Unknown,1,FinishedAiring,FALSE,None,5.62,21,12563,119,"Fantasy,Kids"
Movie,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.96,16983,2192,28158,"Adventure,Mystery,Comedy,Police,Shounen"
OVA,Unknown,1,FinishedAiring,FALSE,G-AllAges,5.94,16,12092,142,"Adventure,Historical"
TV,Original,50,FinishedAiring,FALSE,G-AllAges,6.56,126,9548,495,"Comedy,Mecha,Sci-Fi,Space"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,3.77,13,13793,61,"Music,Dementia"
TV,Manga,25,FinishedAiring,FALSE,PG-13-Teens13orolder,8.46,19988,1985,33211,"Comedy,Drama,Sports"
Music,Music,1,FinishedAiring,FALSE,G-AllAges,4.14,14,14290,30,"Military,Music"
TV,Manga,47,FinishedAiring,FALSE,R+-MildNudity,8.51,108693,262,262266,"Music,SliceofLife,Comedy,Drama,Romance,Shoujo"
OVA,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.9,711,6814,2032,Drama
TV,Cardgame,12,FinishedAiring,FALSE,PG-13-Teens13orolder,6.23,27068,1177,69667,"Action,Fantasy"
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,4.97,84,11205,203,"Police,Drama,Mystery"
Music,Manga,1,FinishedAiring,FALSE,G-AllAges,6.58,262,9055,656,Music
OVA,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.49,665,6993,1888,"Adventure,Drama,Mecha,Sci-Fi,Shounen"
ONA,Unknown,7,FinishedAiring,FALSE,G-AllAges,5.73,1390,6160,2759,"SliceofLife,Space"
TV,Original,13,FinishedAiring,FALSE,PG-13-Teens13orolder,6.66,3135,4179,7383,"Action,Adventure,Comedy,Ecchi,Police,Sci-Fi,Shounen"
Special,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.23,1327,5727,3337,"Action,Adventure,Mystery,Comedy,Seinen"
TV,Original,0,CurrentlyAiring,TRUE,G-AllAges,5.54,13,10231,340,"Comedy,SliceofLife"
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,4.7,78,11503,180,Dementia
TV,Manga,0,Notyetaired,FALSE,None,0,0,8004,1150,Music
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,4.32,57,11871,156,Dementia
Special,Manga,7,FinishedAiring,FALSE,PG-13-Teens13orolder,6.97,1609,4624,5712,"Comedy,Shounen"
OVA,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,5.67,305,8720,793,"Action,Sci-Fi"
Special,Unknown,3,FinishedAiring,FALSE,PG-13-Teens13orolder,6.7,204,8183,1045,"Action,Fantasy,Military,Sci-Fi"
OVA,Unknown,1,FinishedAiring,FALSE,PG-Children,6.46,299,8443,914,"Adventure,Comedy,Kids"
Special,Lightnovel,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.42,916,6393,2491,"Action,Military,Romance,Sci-Fi,Space"
Movie,Original,1,FinishedAiring,FALSE,R+-MildNudity,4.38,82,11346,192,Dementia
Special,Original,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.22,795,7003,1879,"Action,Adventure,Mecha,Police,Sci-Fi"
OVA,Manga,1,FinishedAiring,FALSE,R+-MildNudity,6.1,2074,5238,4164,"Comedy,Romance,Ecchi"
TV,Unknown,104,FinishedAiring,FALSE,None,6.58,59,10583,280,"Comedy,Sports"
TV,Manga,25,FinishedAiring,FALSE,PG-13-Teens13orolder,6.75,1382,5169,4336,"Adventure,Comedy,Fantasy,Mecha,Shounen"
Special,Unknown,6,FinishedAiring,FALSE,R+-MildNudity,5.94,1266,5813,3193,Ecchi
Special,Cardgame,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.04,2657,4681,5565,"Comedy,Mystery,SuperPower"
Special,Game,1,FinishedAiring,FALSE,PG-Children,5.77,60,10961,227,"Action,Comedy,Kids,Fantasy"
TV,Novel,33,FinishedAiring,FALSE,PG-13-Teens13orolder,8.45,7943,2528,22086,"Adventure,Drama,Historical,SliceofLife"
OVA,Lightnovel,0,CurrentlyAiring,TRUE,Rx-Hentai,6.13,159,8356,959,Hentai
Movie,Manga,1,FinishedAiring,FALSE,R+-MildNudity,6.93,1090,5734,3336,"Action,Sci-Fi,Adventure,Space"
TV,Manga,120,FinishedAiring,FALSE,PG-13-Teens13orolder,8.56,59498,580,144096,"SliceofLife,Comedy,Supernatural,School,Shounen"
Movie,Manga,1,FinishedAiring,FALSE,G-AllAges,7.49,550,7814,1261,"Sci-Fi,Comedy,Seinen"
Special,Webmanga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,6.11,9,12499,123,Comedy
OVA,Unknown,2,FinishedAiring,FALSE,PG-13-Teens13orolder,6.52,693,7449,1502,"Comedy,Fantasy,Magic,Romance"
TV,Manga,12,FinishedAiring,FALSE,R-17+(violence&profanity),7.8,179637,200,307662,"Action,Military,Supernatural,Drama,Vampire,Shounen"
TV,Game,51,FinishedAiring,FALSE,PG-Children,7.75,1973,4356,6610,"SliceofLife,Sports,Music,Shoujo"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,3.79,39,12494,123,"Samurai,Historical,Drama"
Special,Lightnovel,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.26,29833,1372,58313,Mystery
OVA,Manga,1,FinishedAiring,FALSE,R+-MildNudity,6.68,2652,4615,5739,"Action,Adventure,Military,Drama,Seinen"
TV,Lightnovel,12,FinishedAiring,FALSE,PG-13-Teens13orolder,7.45,59653,632,132383,"Harem,Comedy,Parody,School"
TV,Manga,24,CurrentlyAiring,TRUE,PG-13-Teens13orolder,8.67,13954,1319,61570,"SliceofLife,Comedy,Supernatural,School,Shounen"
TV,Game,191,FinishedAiring,FALSE,PG-Children,7.24,36304,1259,64651,"Action,Adventure,Comedy,Fantasy,Kids"
TV,Manga,12,FinishedAiring,FALSE,PG-13-Teens13orolder,7.75,113730,408,187755,"Comedy,Ecchi,Harem,Romance,Sci-Fi,Shounen,Supernatural"
Music,Unknown,1,FinishedAiring,FALSE,G-AllAges,5.44,93,11251,199,"Kids,Music"
Special,Game,1,FinishedAiring,FALSE,PG-Children,6.35,267,7950,1181,"Action,Adventure,Comedy,Fantasy,Kids"
TV,Unknown,52,FinishedAiring,FALSE,None,7,43,11018,222,"Action,Adventure"
TV,Original,26,FinishedAiring,FALSE,G-AllAges,8.15,29243,902,95553,"Adventure,Comedy,Drama,Mystery,Sci-Fi"
TV,Manga,12,FinishedAiring,FALSE,PG-13-Teens13orolder,6.81,1155,6015,2922,"Comedy,Supernatural,School,Shounen"
OVA,Original,9,FinishedAiring,FALSE,G-AllAges,5.86,7,13247,87,"Historical,Music"
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,4.64,33,13086,96,"Action,Comedy"
OVA,Original,1,FinishedAiring,FALSE,Rx-Hentai,6.48,2248,4683,5564,Hentai
OVA,Unknown,1,FinishedAiring,FALSE,Rx-Hentai,5.33,211,8620,826,Hentai
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,4.3,10,13254,87,"Action,Adventure,Sci-Fi,Shounen"
Movie,Unknown,1,FinishedAiring,FALSE,PG-Children,5.8,57,11043,218,Kids
OVA,Manga,1,FinishedAiring,FALSE,PG-13-Teens13orolder,5.59,3833,4244,7111,"Drama,Romance,ShounenAi"
TV,Manga,13,FinishedAiring,FALSE,PG-13-Teens13orolder,8.3,44962,944,89671,"Mystery,Comedy,Psychological,Supernatural,Drama"
TV,Original,26,FinishedAiring,FALSE,PG-13-Teens13orolder,7.27,2426,4239,7131,"Sports,Romance,Drama"
TV,Manga,12,FinishedAiring,FALSE,R+-MildNudity,5.92,10292,2013,32600,"Action,Ecchi,Sports"
Special,Unknown,1,FinishedAiring,FALSE,PG-13-Teens13orolder,7.36,728,6804,2050,"Historical,Drama,Shoujo"
Movie,Unknown,1,FinishedAiring,FALSE,G-AllAges,6.11,37,11290,195,"Historical,Kids,SliceofLife"
ONA,Other,14,FinishedAiring,FALSE,G-AllAges,4.57,7,13929,51,SliceofLife
OVA,Manga,2,FinishedAiring,FALSE,PG-13-Teens13orolder,6.19,974,6139,2787,"Adventure,Supernatural,Historical,Horror,Shoujo"
TV,Unknown,26,FinishedAiring,FALSE,G-AllAges,6.3,55,10800,245,Adventure
TV,Original,101,FinishedAiring,FALSE,G-AllAges,6.41,29,11686,166,"Adventure,Comedy,Fantasy,Kids,Magic"
TV,Manga,26,FinishedAiring,FALSE,R-17+(violence&profanity),8.55,72222,545,149392,"Action,Military,Sci-Fi,Mystery,Police,Mecha,Seinen"
ONA,Original,0,CurrentlyAiring,TRUE,PG-13-Teens13orolder,4.41,49,12434,127,"Fantasy,Music"
TV,Visualnovel,12,FinishedAiring,FALSE,R+-MildNudity,6.94,9290,2429,23845,"Comedy,Ecchi,Fantasy,Historical"
OVA,Lightnovel,8,FinishedAiring,FALSE,R+-MildNudity,7.27,22323,1155,71129,"Action,Supernatural,Ecchi,Vampire,Fantasy"
Movie,Unknown,1,FinishedAiring,FALSE,PG-Children,6.56,34,11922,151,"Kids,Adventure"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,7.83,1507,4951,4790,"Comedy,Drama,SliceofLife"
TV,Unknown,23,FinishedAiring,FALSE,PG-13-Teens13orolder,6.98,1628,5038,4603,"Comedy,Sci-Fi,Shounen"
Movie,Unknown,1,FinishedAiring,FALSE,PG-Children,7.12,344,8540,868,"Comedy,Kids,Fantasy"
Movie,Original,1,FinishedAiring,FALSE,G-AllAges,5.86,61,11512,177,"Magic,Adventure,Comedy,Kids"
OVA,Unknown,1,FinishedAiring,FALSE,G-AllAges,5.62,13,13621,70,"Drama,Fantasy,Kids"
