anime_id,title,type,source,status,rating,score,rank,popularity,genre
9362,Hyakka Ryouran: Samurai Girls Specials,Special,Light novel,Finished Airing,R+ - Mild Nudity,6.72,4662,2829,Ecchi
9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,OVA,Original,Finished Airing,R - 17+ (violence & profanity),5.77,7873,9131,"Action, Adventure, Comedy, Fantasy"
9366,Kaichou wa Maid-sama!: Omake dayo!,Special,Manga,Finished Airing,PG-13 - Teens 13 or older,7.56,1463,1212,"Comedy, School, Shoujo"
9367,Freezing,TV,Manga,Finished Airing,R+ - Mild Nudity,7.11,3158,369,"Action, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen"
9371,Karl to Fushigi na Tou,TV,Original,Finished Airing,PG - Children,4.82,10782,10984,"Adventure, Mystery, Kids, Fantasy"
9375,Netorare: Tanabe Yuuka no Dokuhaku,OVA,Original,Finished Airing,Rx - Hentai,5.64,0,6293,Hentai
9376,Yamato Takeru: After War,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.55,5434,10228,"Action, Adventure, Fantasy, Magic, Space, Mecha, Sci-Fi, Shounen"
9379,Denpa Onna to Seishun Otoko,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.27,2517,406,"Sci-Fi, Slice of Life, Comedy"
9383,Chie-chan Funsenki: Jarinko Chie,TV,Unknown,Finished Airing,None,7.45,9846,11152,"Slice of Life, Comedy, Drama, Seinen"
9385,Rokushin Gattai GodMars (1982),Movie,Unknown,Finished Airing,PG-13 - Teens 13 or older,6,7357,9886,"Action, Mecha, Sci-Fi, Space"
9387,Ginga Hyouryuu Vifam: Kachua Kara no Tayori,OVA,Unknown,Finished Airing,None,5.61,10224,11466,"Action, Adventure, Mecha, Sci-Fi"
9388,Ginga Hyouryuu Vifam: Atsumatta 13-nin,OVA,Unknown,Finished Airing,None,5.85,10223,11519,"Action, Adventure, Mecha, Sci-Fi"
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,OVA,Unknown,Finished Airing,G - All Ages,6.29,6435,10547,"Sci-Fi, Adventure, Space, Mecha"
9390,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,OVA,Unknown,Finished Airing,G - All Ages,6.45,5796,10566,"Action, Adventure, Mecha, Sci-Fi"
9391,Ginga Hyouryuu Vifam 13,TV,Unknown,Finished Airing,G - All Ages,6.62,10222,10460,"Action, Adventure, Mecha, Sci-Fi"
9392,Shounen Jack to Mahoutsukai,Movie,Unknown,Finished Airing,G - All Ages,5.45,8461,10269,"Adventure, Fantasy"
9393,T.P. Sakura: Time Paladin Sakura,OVA,Visual novel,Finished Airing,G - All Ages,5.97,7428,5826,"Action, Magic"
9395,Miyanishi Tatsuya Gekijou: Omae Umasou da na,TV,Picture book,Finished Airing,G - All Ages,6.52,5521,8305,"Adventure, Kids"
9396,Mitsudomoe Special,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.64,1254,3278,"Slice of Life, Comedy, School"
9403,Shin Mashin Eiyuuden Wataru Majinzan,OVA,Unknown,Finished Airing,G - All Ages,6.42,5940,10519,"Action, Adventure, Fantasy, Comedy, Mecha, Sci-Fi"
9404,Shiawase no Katachi,OVA,Unknown,Finished Airing,G - All Ages,6.2,12035,12176,Comedy
9409,D-1 Devastator,OVA,Unknown,Finished Airing,R+ - Mild Nudity,5.7,7992,9764,"Mecha, Sci-Fi"
9416,Renshenguo,Movie,Unknown,Finished Airing,None,6.41,5974,11221,Adventure
9417,The Monkey King Conquers the Demon,Movie,Unknown,Finished Airing,None,6.46,12421,11708,Adventure
9421,SMAnime,OVA,Unknown,Finished Airing,R - 17+ (violence & profanity),6.46,5778,10292,"Action, Seinen"
9423,Koko ni Iru,ONA,Unknown,Finished Airing,G - All Ages,6.06,7204,9461,Slice of Life
9424,Seupideuwang Beongae,TV,Unknown,Finished Airing,None,6.26,6556,10237,"Action, Game, School, Shounen, Sports"
9426,Pururun! Shizuku-chan,TV,Manga,Finished Airing,None,5.83,11840,11267,"Comedy, Kids"
9433,A-jang.com,TV,Unknown,Finished Airing,G - All Ages,5.81,7766,10194,Fantasy
9434,Fighting of Ecstasy,OVA,Unknown,Finished Airing,Rx - Hentai,5.84,0,6410,Hentai
9435,Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,OVA,Visual novel,Finished Airing,Rx - Hentai,7.09,0,3980,Hentai
9438,Rainbow Sentai Robin,TV,Unknown,Finished Airing,G - All Ages,6.3,11859,10175,"Action, Adventure, Sci-Fi"
9441,Yume-iro Pâtissière SP Professional,TV,Manga,Finished Airing,G - All Ages,7.77,956,2371,"Slice of Life, Shoujo"
9442,Bust to Bust: Chichi wa Chichi ni,OVA,Manga,Finished Airing,Rx - Hentai,6.77,0,4719,Hentai
9445,Gunparade Orchestra OVA,OVA,Game,Finished Airing,PG-13 - Teens 13 or older,5.98,7392,9546,Mecha
9446,Sore Ike! Anpanman: Niji no Pyramid,Movie,Unknown,Finished Airing,PG - Children,5.75,12217,11527,"Comedy, Kids"
9447,Byulbyul Iyagi 2,Movie,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.32,9788,11563,"Psychological, Drama"
9451,Sore Ike! Anpanman: Ningyohime no Namida,Movie,Unknown,Finished Airing,PG - Children,5.94,12218,11592,"Comedy, Kids"
9455,Ninpen Manmaru,TV,Manga,Finished Airing,G - All Ages,6.37,11493,11428,"Comedy, Samurai, Shounen"
9464,Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,OVA,Game,Finished Airing,None,6.16,10167,11669,"Comedy, Shounen"
9465,Break Blade 4: Sanka no Chi,Movie,Manga,Finished Airing,R - 17+ (violence & profanity),7.94,626,1605,"Action, Fantasy, Mecha, Military, Shounen"
9467,Kanojo ga Mimai ni Konai Wake,OVA,Visual novel,Finished Airing,Rx - Hentai,6.44,0,5541,"Drama, Hentai"
9471,Baka to Test to Shoukanjuu: Matsuri,OVA,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.75,979,999,"Comedy, School, Super Power"
9479,Coppelion,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.54,5443,949,"Action, Sci-Fi, Seinen"
9486,Ikusa Otome Valkyrie Specials,Special,Visual novel,Finished Airing,Rx - Hentai,5.68,0,7883,Hentai
9487,Hitou Meguri Kakure Yu,OVA,Visual novel,Finished Airing,Rx - Hentai,6.15,0,5039,Hentai
9488,Cencoroll 2,Movie,Original,Not yet aired,PG-13 - Teens 13 or older,0,0,2815,"Action, Sci-Fi"
9491,Katsugeki Shoujo Tanteidan,OVA,Original,Finished Airing,G - All Ages,5.08,8960,8743,"Action, Comedy, School"
9493,Dororon Enma-kun Meeramera,TV,Manga,Finished Airing,R - 17+ (violence & profanity),6.6,5195,3318,"Action, Comedy, Parody, Super Power, Demons, Supernatural, Magic, Ecchi"
9494,Soukyuu no Fafner: Arcadian Memory,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.65,4988,6770,"Action, Military, Sci-Fi, Drama, Mecha"
9495,Inochi no Chikyuu: Dioxin no Natsu,Movie,Unknown,Finished Airing,None,6.56,5373,9588,Drama
9496,Itoshi no Betty Mamonogatari,Movie,Unknown,Finished Airing,R+ - Mild Nudity,5.28,10603,11190,"Fantasy, Romance, Seinen"
9498,Naniwa Yuukyouden,OVA,Unknown,Finished Airing,R+ - Mild Nudity,5.78,11395,11755,"Action, Comedy"
9499,Dokushin Apartment Dokudamisou,OVA,Unknown,Finished Airing,R+ - Mild Nudity,5.57,9993,10448,"Ecchi, Comedy"
9500,Starlight Scramble Renai Kouhosei,OVA,Unknown,Finished Airing,None,6.14,12267,11171,"Action, Romance, Sci-Fi"
9501,Greek Roman Sinhwa: Olympus Guardian (Movie),Movie,Unknown,Finished Airing,G - All Ages,6.04,7261,10693,"Adventure, Fantasy, Historical"
9502,Egao no Hana,Music,Original,Finished Airing,G - All Ages,5.75,7901,8802,"Music, Kids"
9503,Hokenshitsu de Aimashou,OVA,Unknown,Finished Airing,Rx - Hentai,4.84,0,9595,Hentai
9504,Sakura no Mori,OVA,Visual novel,Finished Airing,Rx - Hentai,5.19,0,10236,Hentai
9506,Prism Magical: Prism Generations!,OVA,Visual novel,Finished Airing,R+ - Mild Nudity,5.2,8838,6825,"Comedy, Ecchi, Magic"
9507,Binetsu: Yakusoku no Toki,OVA,Unknown,Finished Airing,Rx - Hentai,5.06,0,9741,Hentai
9509,Yami no Purple Eye,Music,Manga,Finished Airing,PG-13 - Teens 13 or older,5,9046,8760,"Psychological, Supernatural, Music, Horror, Mystery, Shoujo"
9510,Mitsudomoe Zouryouchuu!,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.79,907,2059,"Slice of Life, Comedy, School"
9513,Beelzebub,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.02,528,208,"Action, Comedy, Demons, Supernatural, School, Shounen"
9515,Highschool of the Dead: Drifters of the Dead,OVA,Manga,Finished Airing,R+ - Mild Nudity,6.75,4529,454,"Ecchi, Comedy, Supernatural"
9518,Ichigo Ichie: Kimi no Kotoba,TV,Unknown,Finished Airing,G - All Ages,6.67,10543,10197,"Slice of Life, Comedy, School"
9519,Medaka no Gakkou,OVA,Unknown,Finished Airing,None,6.66,4938,9335,Comedy
9520,Zero Tester,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.16,12837,10615,"Action, Sci-Fi, Adventure, Mecha"
9521,Tie Shan Gongzhu,Movie,Other,Finished Airing,G - All Ages,5.83,7744,9556,"Action, Adventure, Fantasy"
9522,Zero Tester: Chikyuu wo Mamore!,TV,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.07,12838,11149,"Action, Adventure, Mecha, Sci-Fi"
9523,Minori Scramble!,OVA,Manga,Finished Airing,G - All Ages,6.32,6316,6456,Comedy
9525,Junod,Special,Original,Finished Airing,PG-13 - Teens 13 or older,6.41,5964,9954,"Drama, Historical"
9526,Wolf Guy,OVA,Unknown,Finished Airing,R - 17+ (violence & profanity),5.56,8274,8963,"Action, Military, Sci-Fi"
9528,Transformers Superlink Special,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.96,7447,9448,"Sci-Fi, Adventure, Kids, Mecha, Shounen"
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,Special,Manga,Finished Airing,G - All Ages,6.49,5657,10070,Adventure
9533,Pururun! Shizuku-chan Aha,TV,Manga,Finished Airing,None,5.48,11841,12001,"Comedy, Kids"
9535,Gongitsune,Movie,Unknown,Finished Airing,PG - Children,6.96,10261,9898,Adventure
9536,Robin-kun to 100 nin no Otomodachi,ONA,Unknown,Finished Airing,G - All Ages,5.07,11883,11328,"Comedy, Kids"
9539,Cardfight!! Vanguard,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.2,2799,2077,"Action, Adventure, Demons, Game, Shounen"
9540,Bucket de Gohan,TV,Unknown,Finished Airing,None,6.39,9771,11684,Comedy
9542,Puttsun Make Love,OVA,Unknown,Finished Airing,R+ - Mild Nudity,5.73,11842,10977,"Comedy, Ecchi, Romance"
9544,Biohazard: Damnation,Movie,Game,Finished Airing,R - 17+ (violence & profanity),7.35,2221,3102,"Action, Sci-Fi, Horror"
9545,Elf Hime Nina,OVA,Visual novel,Finished Airing,Rx - Hentai,6.58,0,5586,"Fantasy, Hentai, Supernatural"
9546,Shirahata no Shoujo Ryuuko,Movie,Unknown,Finished Airing,None,7.05,12097,11617,Drama
9547,Alps no Shoujo Heidi (1979),Movie,Unknown,Finished Airing,PG - Children,6.95,3730,6697,"Drama, Historical, Slice of Life"
9548,Alps no Shoujo Heidi: Alm no Yama-hen,Movie,Unknown,Finished Airing,PG - Children,6.58,5281,8420,"Slice of Life, Historical, Drama"
9549,Alps no Shoujo Heidi: Heidi to Clara-hen,Movie,Unknown,Finished Airing,PG - Children,6.62,5099,8428,"Slice of Life, Historical, Drama"
9558,Changjiang Qi Hao Ai Diqiu,Movie,Other,Finished Airing,G - All Ages,6.5,5591,10636,Kids
9561,Shokupan Mimi,TV,4-koma manga,Finished Airing,PG - Children,5.66,8095,8187,Comedy
9562,Tachumaru Gekijou,TV,Unknown,Finished Airing,None,5.82,12324,11504,"Comedy, Parody"
9563,Hidamari Sketch x ☆☆☆ Specials,Special,4-koma manga,Finished Airing,PG-13 - Teens 13 or older,7.89,716,3661,"Slice of Life, Comedy, School, Seinen"
9566,Umi kara no Shisha,Movie,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.27,6531,8280,"Action, Mecha, Super Power, Sci-Fi"
9568,Peace Maker Kurogane Special,Special,Manga,Finished Airing,PG - Children,6.84,4160,7005,"Action, Comedy, Samurai, Historical, Drama, Shounen"
9575,Nodoka Mori no Doubutsu Daisakusen,Special,Unknown,Finished Airing,G - All Ages,5.83,7737,10861,Fantasy
9581,MM! Specials,Special,Light novel,Finished Airing,R+ - Mild Nudity,6.74,4591,2367,"Comedy, Ecchi, School"
9584,Kappa no Sanpei,Movie,Unknown,Finished Airing,G - All Ages,6.23,10770,11795,"Adventure, Kids, Supernatural"
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.27,6521,1334,"Harem, Comedy, Romance, Ecchi"
9588,Kyouiku Shidou The Animation,OVA,Visual novel,Finished Airing,Rx - Hentai,6.4,0,5625,Hentai
9591,Code Geass: Hangyaku no Lelouch R2 Flash Specials,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.23,6640,3524,Parody
9595,Amanatsu,Movie,Original,Finished Airing,PG-13 - Teens 13 or older,6.17,6856,7255,Sci-Fi
9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,6.3,6384,2616,"Comedy, Sci-Fi"
9599,Miyazaki Maya Daizukan,OVA,Manga,Finished Airing,Rx - Hentai,5.92,0,6358,Hentai
9600,G-Taste (2010),OVA,Manga,Finished Airing,R+ - Mild Nudity,5.41,0,6894,"Ecchi, Yuri"
9606,Kaba no Potomasu,Movie,Unknown,Finished Airing,PG - Children,5.18,10661,12995,Kids
9608,Yuri Seijin Naoko-san,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,5.9,7582,3466,"Comedy, Shoujo Ai"
9611,Aa! Megami-sama! (2011),OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,7.42,1918,3039,"Comedy, Magic, Romance, Seinen, Supernatural"
9613,Big X,TV,Manga,Finished Airing,None,6.46,9708,9965,"Action, Historical, Sci-Fi, Shounen"
9617,K-On! Movie,Movie,4-koma manga,Finished Airing,PG-13 - Teens 13 or older,8.34,201,534,"Music, Slice of Life, Comedy"
9618,Asobi ni Iku yo!: Asobi ni Oide,OVA,Light novel,Finished Airing,R+ - Mild Nudity,6.89,3939,2111,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
9624,30-sai no Hoken Taiiku,TV,Book,Finished Airing,R - 17+ (violence & profanity),6.79,4348,1743,"Ecchi, Parody, Romance, Seinen"
9627,Kakko Kawaii Sengen!,TV,Original,Finished Airing,PG-13 - Teens 13 or older,5.73,7927,8758,Comedy
9629,Cyborg 009: The Reopening,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.66,8072,7929,"Action, Adventure, Mecha, Sci-Fi, Shounen"
9630,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,Special,Unknown,Finished Airing,G - All Ages,6.95,3748,5607,"Comedy, Historical"
9638,Ore wa Kanojo wo Shinjiteru!,OVA,Visual novel,Finished Airing,Rx - Hentai,6.48,0,4358,Hentai
9645,Be-Bop Highschool,OVA,Manga,Finished Airing,R - 17+ (violence & profanity),7.34,2269,6795,"Comedy, School, Seinen"
9646,Goddamn,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,5.97,7415,8286,"Action, Cars, Seinen, Sports"
9650,Dream C Club Pure Songs Clips,Music,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.51,8354,9723,Music
9656,Kimi ni Todoke 2nd Season,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.12,412,322,"Slice of Life, Drama, Romance, School, Shoujo"
9662,Timing,ONA,Unknown,Finished Airing,R - 17+ (violence & profanity),5.32,8660,9105,"Psychological, Horror"
9665,Bucchigiri,OVA,Unknown,Finished Airing,None,5.71,9759,10722,Sports
9667,Super Speed,Music,Unknown,Finished Airing,G - All Ages,5.73,7939,8657,Music
9673,Ura Tegamibachi,Special,Original,Finished Airing,PG-13 - Teens 13 or older,7.05,3393,5377,Comedy
9675,Kami nomi zo Shiru Sekai: Flag 0,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.98,3642,1708,"Comedy, Shounen, Supernatural"
9689,Agukaru,ONA,Unknown,Finished Airing,PG - Children,5.14,8898,8115,"Magic, Supernatural, Slice of Life"
9690,Densetsu no Yuusha no Densetsu: Iris Report,Special,Unknown,Finished Airing,R - 17+ (violence & profanity),6.6,5192,3179,"Action, Adventure, Fantasy, Magic, Shounen"
9691,Kyomu Senshi Miroku,OVA,Manga,Finished Airing,R+ - Mild Nudity,6.06,7205,9876,"Action, Sci-Fi, Historical, Demons, Supernatural, Samurai, Fantasy"
9693,Moshidora,TV,Novel,Finished Airing,PG-13 - Teens 13 or older,6.97,3687,2844,"Drama, Sports"
9706,Canaan: Minorikawa Report 201X Shanghai,Special,Visual novel,Finished Airing,R - 17+ (violence & profanity),6.71,4689,4442,"Action, Seinen"
9708,Mobile Suit Gundam ZZ: Gundam Frag.,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,5.79,7826,6236,"Action, Mecha, Military, Sci-Fi"
9712,Maria†Holic Alive,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.04,3417,1603,"Comedy, Parody, School, Shoujo Ai"
9716,Rurouni Kenshin: Review Special,Special,Manga,Finished Airing,PG-13 - Teens 13 or older,7.02,3507,5320,"Action, Comedy, Samurai, Shounen"
9718,Gitai Saimin,OVA,Visual novel,Finished Airing,Rx - Hentai,6.06,0,6791,Hentai
9721,Aisai Nikki,OVA,Visual novel,Finished Airing,Rx - Hentai,6.54,0,4398,Hentai
9723,Hakuouki Hekketsuroku Episode 0,Special,Visual novel,Finished Airing,R - 17+ (violence & profanity),7.19,2845,3711,"Action, Harem, Historical, Supernatural, Drama, Samurai, Vampire, Josei"
9724,Break Blade 5: Shisen no Hate,Movie,Manga,Finished Airing,R - 17+ (violence & profanity),7.92,652,1640,"Action, Mecha, Military, Shounen"
9731,Nurarihyon no Mago Recaps,Special,Manga,Finished Airing,PG-13 - Teens 13 or older,6.39,6041,3536,"Action, Supernatural, Demons, Shounen"
9732,Full Moon Party,Music,Unknown,Finished Airing,G - All Ages,5.87,7640,7855,Music
9733,The TV Show,Music,Unknown,Finished Airing,G - All Ages,7.09,3246,6230,Music
9734,K-On!!: Keikaku!,Special,Original,Finished Airing,PG-13 - Teens 13 or older,7.88,738,1276,"Comedy, School, Music, Slice of Life"
9735,Gintama: Shinyaku Benizakura-hen,Special,Manga,Finished Airing,PG-13 - Teens 13 or older,8.33,207,2673,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
9736,Astarotte no Omocha!,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.75,4517,925,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen"
9737,Appleseed XIII,OVA,Unknown,Finished Airing,R - 17+ (violence & profanity),6.47,5715,3570,"Action, Mecha, Military, Police, Sci-Fi"
9741,Nana to Kaoru,OVA,Manga,Finished Airing,R+ - Mild Nudity,5.73,7931,2984,"Comedy, Ecchi, Romance, Seinen"
9744,Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,4.9,9117,4284,"Ecchi, Sports"
9745,Sengoku Basara Movie: The Last Party,Movie,Game,Finished Airing,PG-13 - Teens 13 or older,7.71,1086,2582,"Action, Historical, Martial Arts, Samurai, Super Power"
9748,Kaze wo Nuke!,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.17,6861,10579,Sports
9749,Shin Otokogi,OVA,Unknown,Finished Airing,R+ - Mild Nudity,6.65,12073,12473,Seinen
9750,Itsuka Tenma no Kuro Usagi,TV,Light novel,Finished Airing,R+ - Mild Nudity,6.77,4451,923,"Comedy, Supernatural, Romance, Ecchi, Vampire"
9751,Strike Witches Movie,Movie,Original,Finished Airing,PG-13 - Teens 13 or older,7.67,1176,2169,"Action, Military, Sci-Fi, Magic"
9754,Kuragehime: Eiyuu Retsuden☆,Special,Manga,Finished Airing,PG-13 - Teens 13 or older,6.65,4973,3504,"Slice of Life, Comedy, Josei"
9756,Mahou Shoujo Madoka★Magica,TV,Original,Finished Airing,PG-13 - Teens 13 or older,8.46,125,50,"Drama, Magic, Psychological, Thriller"
9759,Future GPX Cyber Formula Graffiti,OVA,Unknown,Finished Airing,PG - Children,6.19,6785,10459,"Action, Sci-Fi, Sports"
9760,Hoshi wo Ou Kodomo,Movie,Original,Finished Airing,PG-13 - Teens 13 or older,7.72,1062,773,"Adventure, Romance, Fantasy"
9761,Finder Series,OVA,Manga,Finished Airing,R+ - Mild Nudity,6.7,0,3442,"Action, Drama, Yaoi"
9768,Shima Shima Tora no Shimajirou,TV,Original,Finished Airing,G - All Ages,6.25,6595,10219,"Adventure, Comedy, Fantasy, Kids, Magic"
9770,Hello Kitty no Stump Village,TV,Unknown,Finished Airing,G - All Ages,6.19,6788,10444,"Fantasy, Kids"
9773,Lady Lady!! (1988),Movie,Manga,Finished Airing,G - All Ages,6.72,4670,8719,"Drama, Shoujo"
9774,Morita-san wa Mukuchi,OVA,4-koma manga,Finished Airing,PG-13 - Teens 13 or older,6.67,4896,4193,"Comedy, School, Slice of Life"
9776,A-Channel,TV,4-koma manga,Finished Airing,PG-13 - Teens 13 or older,7.03,3442,1149,"Comedy, School, Seinen, Slice of Life"
9777,Umacha,Special,Original,Finished Airing,G - All Ages,5.02,9033,8032,Slice of Life
9778,Toriko Hime: Hakudaku Mamire no Reijou,OVA,Visual novel,Finished Airing,Rx - Hentai,6.44,0,5464,Hentai
9781,Hyouga Senshi Gaislugger,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.11,10535,10828,"Action, Mecha, Sci-Fi"
9782,Norageki!,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,6.25,6588,4127,"Mystery, Sci-Fi, Space"
9785,Detective Conan: Conan vs. Kid - Shark & Jewel,Movie,Unknown,Finished Airing,PG - Children,7.76,965,5276,"Adventure, Comedy, Kids, Mystery, Police, Shounen"
9786,Detective Conan: Conan vs. Kid - Jet Black Sniper,Movie,Unknown,Finished Airing,PG - Children,7.57,1422,6038,"Adventure, Comedy, Mystery, Police, Shounen"
9789,Nezumi Monogatari: George to Gerald no Bouken,Movie,Picture book,Finished Airing,G - All Ages,6.5,5613,9225,"Adventure, Kids"
9790,Sora no Otoshimono: Tokeijikake no Angeloid,Movie,Manga,Finished Airing,R - 17+ (violence & profanity),7.78,930,953,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural"
9792,Licca-chan Fushigi na Fushigi na Yunia Monogatari,OVA,Other,Finished Airing,PG - Children,6.24,6624,9752,"Adventure, Kids"
9793,Senjou no Valkyria 3: Tagatame no Juusou,OVA,Game,Finished Airing,PG-13 - Teens 13 or older,7.38,2129,3459,"Action, Military, Fantasy"
9794,Tono to Issho 1.5,OVA,4-koma manga,Finished Airing,PG-13 - Teens 13 or older,6.14,6983,9442,"Comedy, Historical, Parody, Samurai, Seinen"
9795,Atashin&#039;chi Movie,Movie,Unknown,Finished Airing,G - All Ages,6.55,5401,10144,"Comedy, Super Power"
9796,Atashin&#039;chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,Movie,Unknown,Finished Airing,G - All Ages,6.34,6215,10594,"Comedy, Super Power"
9797,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials,Special,Game,Finished Airing,G - All Ages,5.83,11318,10591,"Action, Comedy"
9798,Pandane to Tamago-hime,Movie,Original,Finished Airing,PG-13 - Teens 13 or older,7.11,3183,6147,"Adventure, Fantasy"
9799,Shin-Men,TV,Unknown,Finished Airing,G - All Ages,6.35,6201,8850,"Action, Comedy, Super Power, Seinen"
9801,Hustle!! Tokitama-kun,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,4.39,9393,9638,Dementia
9806,Qin Shi Ming Yue: Bai Bu Fei Jian,TV,Novel,Finished Airing,PG-13 - Teens 13 or older,6.68,4857,7262,"Action, Historical, Martial Arts, Fantasy"
9807,Harley Spiny,TV,Unknown,Finished Airing,G - All Ages,5.76,10353,12195,Kids
9810,Nyani ga Nyandaa Nyandaa Kamen,TV,Picture book,Finished Airing,PG - Children,6.55,5420,10609,"Comedy, Kids"
9811,Hanasaka Tenshi Tenten-kun,TV,Manga,Finished Airing,G - All Ages,6.69,10324,11803,"Comedy, Fantasy"
9812,Bit the Cupid,TV,Unknown,Finished Airing,PG - Children,5.21,9718,11661,Comedy
9817,McDull: Gushi,Movie,Unknown,Finished Airing,G - All Ages,6.57,5338,11293,Comedy
9818,McDull: Boluo You Wang Zi,Movie,Unknown,Finished Airing,G - All Ages,7.05,11203,11999,Comedy
9819,McDull: Xiang Dang Dang,Movie,Unknown,Finished Airing,G - All Ages,6.59,11206,12101,Comedy
9820,"McDull, the Alumni",Movie,Unknown,Finished Airing,G - All Ages,6.39,11202,12543,Comedy
9821,Chuntian Huahua Zhonghua Bowuguan,TV,Unknown,Finished Airing,G - All Ages,6.61,9892,12234,"Comedy, Historical"
9822,Xiang Qi Wang,TV,Unknown,Finished Airing,PG - Children,6.21,6737,10221,Game
9824,Jigokudou Reikai Tsuushin,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.34,6221,9271,"Fantasy, Horror"
9825,Tonari no Tokoro,OVA,Original,Finished Airing,G - All Ages,6.62,12477,11762,Comedy
9826,Okubyou na Venus,OVA,Unknown,Finished Airing,G - All Ages,5.64,8128,10242,Music
9829,Yonimo Osoroshii Nihon Mukashibanashi,OVA,Unknown,Finished Airing,R+ - Mild Nudity,5.9,7579,8586,"Dementia, Horror, Psychological"
9832,Katte ni Shirokuma,OVA,Unknown,Finished Airing,PG - Children,5.67,10795,11716,Comedy
9834,Level E,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.53,1557,1250,"Sci-Fi, Comedy, Shounen"
9837,Emblem Take 2,OVA,Manga,Finished Airing,R - 17+ (violence & profanity),6.7,4749,8914,"Action, Drama, Seinen"
9839,Detective Conan: Black History 2,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.63,1267,5608,"Adventure, Mystery, Comedy, Police, Shounen"
9846,Attraction,ONA,Unknown,Finished Airing,G - All Ages,6.17,6857,7286,Mystery
9849,Akina to Onsen de H Shiyo!,OVA,Original,Finished Airing,Rx - Hentai,6.48,0,4683,Hentai
9850,Koguma no Koro-chan,Movie,Other,Finished Airing,G - All Ages,5.44,8476,10272,Kids
9851,O-parts: Oman,Special,Unknown,Finished Airing,Rx - Hentai,5.08,0,8905,"Action, Mecha, Comedy, Hentai"
9855,Shujii no Inbou,OVA,Visual novel,Finished Airing,Rx - Hentai,5.44,0,7975,Hentai
9856,Manga Nihon Emaki,TV,Unknown,Finished Airing,G - All Ages,6.16,11173,11345,Historical
9857,Bakusou Kyoudai Let&#039;s & Go Special,Special,Manga,Finished Airing,G - All Ages,6.48,5669,9515,"Adventure, Cars, Shounen, Sports"
9858,Bakusou Kyoudai Let&#039;s & Go!! WGP Bousou Mini Yonku Daitsuiseki,Movie,Manga,Finished Airing,G - All Ages,6.69,4783,9543,"Adventure, Cars, Shounen, Sports"
