anime_id,title,type,source,status,rating,score,rank,popularity,genre
1,Cowboy Bebop,TV,Original,Finished Airing,R - 17+ (violence & profanity),8.81,27,38,"Action, Adventure, Comedy, Drama, Sci-Fi, Space"
5,Cowboy Bebop: Tengoku no Tobira,Movie,Original,Finished Airing,R - 17+ (violence & profanity),8.41,157,438,"Action, Space, Drama, Mystery, Sci-Fi"
6,Trigun,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.31,234,138,"Action, Sci-Fi, Adventure, Comedy, Drama, Shounen"
7,Witch Hunter Robin,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.34,2292,1104,"Action, Magic, Police, Supernatural, Drama, Mystery"
8,Beet the Vandel Buster,TV,Manga,Finished Airing,PG - Children,7.04,3400,3495,"Adventure, Fantasy, Shounen, Supernatural"
15,Eyeshield 21,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.05,487,812,"Action, Sports, Comedy, Shounen"
16,Hachimitsu to Clover,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.14,382,500,"Comedy, Drama, Josei, Romance, Slice of Life"
17,Hungry Heart: Wild Striker,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.69,1130,2967,"Slice of Life, Comedy, Sports, Shounen"
18,Initial D Fourth Stage,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.24,276,1261,"Action, Cars, Sports, Drama, Seinen"
19,Monster,TV,Manga,Finished Airing,R+ - Mild Nudity,8.69,49,152,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller"
20,Naruto,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.88,745,10,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen"
21,One Piece,TV,Manga,Currently Airing,PG-13 - Teens 13 or older,8.54,91,35,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen"
22,Tennis no Ouji-sama,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.01,550,806,"Action, Comedy, Sports, School, Shounen"
23,Ring ni Kakero 1,TV,Manga,Finished Airing,PG - Children,6.59,5263,6186,"Action, Shounen, Sports"
24,School Rumble,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.02,537,347,"Comedy, Romance, School, Shounen"
25,Sunabouzu,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.52,1586,1008,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen"
26,Texhnolyze,TV,Original,Finished Airing,R+ - Mild Nudity,7.78,932,661,"Action, Sci-Fi, Psychological, Drama"
27,Trinity Blood,TV,Light novel,Finished Airing,R - 17+ (violence & profanity),7.41,1998,638,"Action, Supernatural, Vampire"
28,Yakitate!! Japan,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.02,540,1301,"Comedy, Shounen"
29,Zipang,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.54,1546,3432,"Action, Military, Sci-Fi, Historical, Drama, Seinen"
30,Neon Genesis Evangelion,TV,Original,Finished Airing,PG-13 - Teens 13 or older,8.32,223,48,"Action, Sci-Fi, Dementia, Psychological, Drama, Mecha"
31,Neon Genesis Evangelion: Death & Rebirth,Movie,Original,Finished Airing,R - 17+ (violence & profanity),7.5,1639,699,"Drama, Mecha, Psychological, Sci-Fi"
32,Neon Genesis Evangelion: The End of Evangelion,Movie,Original,Finished Airing,R+ - Mild Nudity,8.48,113,216,"Sci-Fi, Dementia, Psychological, Drama, Mecha"
33,Kenpuu Denki Berserk,TV,Manga,Finished Airing,R+ - Mild Nudity,8.45,132,210,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural"
43,Ghost in the Shell,Movie,Manga,Finished Airing,R+ - Mild Nudity,8.35,192,174,"Action, Sci-Fi, Police, Psychological, Mecha, Seinen"
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,OVA,Manga,Finished Airing,R - 17+ (violence & profanity),8.79,31,481,"Action, Historical, Drama, Romance, Martial Arts, Samurai"
45,Rurouni Kenshin: Meiji Kenkaku Romantan,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.4,168,240,"Action, Adventure, Comedy, Historical, Romance, Samurai"
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,Manga,Finished Airing,R - 17+ (violence & profanity),7.63,1280,1856,"Samurai, Historical, Drama, Shounen"
47,Akira,Movie,Manga,Finished Airing,R+ - Mild Nudity,8.16,352,198,"Action, Military, Sci-Fi, Adventure, Horror, Supernatural"
48,.hack//Sign,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.09,3221,650,"Game, Sci-Fi, Adventure, Mystery, Magic, Fantasy"
49,Aa! Megami-sama!,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,7.38,2093,1807,"Comedy, Magic, Romance, Seinen, Supernatural"
50,Aa! Megami-sama! (TV),TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.43,1881,769,"Comedy, Supernatural, Magic, Romance, Seinen"
51,Tenshi Kinryouku,OVA,Manga,Finished Airing,R+ - Mild Nudity,6.42,5942,1794,"Action, Drama, Romance, Shoujo, Supernatural"
52,Kidou Tenshi Angelic Layer,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.31,2389,1663,"Sci-Fi, Comedy, Sports, Drama, Shounen"
53,Ai Yori Aoshi,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.21,2756,1064,"Comedy, Drama, Harem, Romance, Slice of Life"
54,Appleseed (Movie),Movie,Manga,Finished Airing,R - 17+ (violence & profanity),7.19,2835,1425,"Action, Military, Sci-Fi, Police, Drama, Mecha, Shounen"
55,Arc the Lad,TV,Game,Finished Airing,R - 17+ (violence & profanity),6.6,5188,3417,"Action, Adventure, Fantasy, Horror, Sci-Fi"
56,Avenger,TV,Original,Finished Airing,R - 17+ (violence & profanity),5.97,7408,3221,"Adventure, Fantasy, Sci-Fi, Shounen"
57,Beck,TV,Manga,Finished Airing,R - 17+ (violence & profanity),8.37,181,414,"Comedy, Drama, Music, Shounen, Slice of Life"
58,Blue Gender,TV,Original,Finished Airing,R+ - Mild Nudity,7.11,3148,1522,"Adventure, Romance, Mecha, Military, Sci-Fi, Horror, Space, Drama"
59,Chobits,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.53,1546,188,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen"
60,Chrno Crusade,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.76,961,485,"Action, Historical, Demons, Supernatural, Romance"
61,D.N.Angel,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.31,2376,582,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo"
62,D.C.: Da Capo,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.87,4030,1405,"Harem, Drama, Magic, Romance"
63,DearS,TV,Manga,Finished Airing,R+ - Mild Nudity,6.74,4570,820,"Sci-Fi, Harem, Comedy, Romance, Ecchi"
64,Rozen Maiden,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.53,1563,554,"Action, Comedy, Drama, Magic, Seinen"
65,Rozen Maiden: Träumend,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.74,1024,1028,"Action, Comedy, Drama, Magic, Seinen"
66,Azumanga Daioh,TV,4-koma manga,Finished Airing,PG-13 - Teens 13 or older,8.04,500,369,"Slice of Life, Comedy, School"
67,Basilisk: Kouga Ninpou Chou,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.66,1190,669,"Action, Adventure, Historical, Supernatural, Romance, Samurai, Fantasy"
68,Black Cat,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.49,1656,430,"Adventure, Comedy, Sci-Fi, Shounen, Super Power"
69,Cluster Edge,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.45,5787,4074,"Action, Fantasy, Military, Sci-Fi"
71,Full Metal Panic!,TV,Light novel,Finished Airing,R - 17+ (violence & profanity),7.75,985,187,"Action, Military, Sci-Fi, Comedy, Mecha"
72,Full Metal Panic? Fumoffu,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,8.16,357,365,"Action, Comedy, School"
73,Full Metal Panic! The Second Raid,TV,Light novel,Finished Airing,R - 17+ (violence & profanity),8.03,514,415,"Action, Military, Mecha"
74,Gakuen Alice,TV,Manga,Finished Airing,G - All Ages,7.77,941,1291,"Comedy, School, Shoujo, Super Power"
75,Soukyuu no Fafner: Dead Aggressor,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.36,2210,2013,"Action, Drama, Mecha, Military, Sci-Fi"
76,Mahou Shoujo Lyrical Nanoha,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.49,1670,1127,"Action, Comedy, Drama, Magic, Super Power"
77,Mahou Shoujo Lyrical Nanoha A&#039;s,TV,Original,Finished Airing,PG-13 - Teens 13 or older,8.07,466,1574,"Action, Comedy, Drama, Magic, Super Power"
79,Shuffle!,TV,Visual novel,Finished Airing,R+ - Mild Nudity,7.24,2666,395,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen"
80,Mobile Suit Gundam,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.87,763,1215,"Action, Space, Mecha, Military, Sci-Fi"
81,Mobile Suit Gundam: The 08th MS Team,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,8.1,438,1668,"Military, Sci-Fi, Adventure, Drama, Romance, Mecha"
82,Mobile Suit Gundam 0080: War in the Pocket,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,7.87,764,2124,"Military, Sci-Fi, Space, Drama, Mecha"
83,Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report,Movie,Original,Finished Airing,PG-13 - Teens 13 or older,6.92,3852,3782,"Military, Sci-Fi, Drama, Romance, Mecha"
84,Mobile Suit Gundam 0083: Stardust Memory,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,7.42,1943,2362,"Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha"
85,Mobile Suit Zeta Gundam,TV,Original,Finished Airing,PG-13 - Teens 13 or older,8.02,535,1851,"Military, Sci-Fi, Space, Drama, Romance, Mecha"
86,Mobile Suit Gundam ZZ,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.76,4504,2544,"Space, Comedy, Mecha, Military, Drama, Sci-Fi"
87,Mobile Suit Gundam: Char&#039;s Counterattack,Movie,Novel,Finished Airing,PG-13 - Teens 13 or older,7.77,948,2406,"Military, Sci-Fi, Space, Drama, Mecha"
88,Mobile Suit Gundam F91,Movie,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.81,4283,2924,"Military, Sci-Fi, Space, Drama, Mecha"
89,Mobile Suit Victory Gundam,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.89,3957,3024,"Military, Sci-Fi, Space, Drama, Mecha"
90,Mobile Suit Gundam Wing,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.84,817,845,"Action, Military, Sci-Fi, Space, Drama, Mecha"
91,Mobile Suit Gundam Wing: Endless Waltz,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,7.86,784,1992,"Action, Drama, Mecha, Military, Sci-Fi, Space"
92,Kidou Shin Seiki Gundam X,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.38,2111,2505,"Sci-Fi, Adventure, Space, Drama, Mecha"
93,Mobile Suit Gundam SEED,TV,Original,Finished Airing,R - 17+ (violence & profanity),7.88,744,761,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi"
94,Mobile Suit Gundam SEED Destiny,TV,Original,Finished Airing,R - 17+ (violence & profanity),7.32,2350,1097,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi"
95,Turn A Gundam,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.75,1009,2334,"Action, Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha"
96,Mobile Fighter G Gundam,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.61,1332,1695,"Sci-Fi, Adventure, Space, Comedy, Sports, Drama, Romance, Martial Arts, Mecha"
97,Last Exile,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.9,699,689,"Action, Sci-Fi, Adventure"
98,Mai-HiME,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.55,1500,986,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai"
99,Mai-Otome,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.37,2153,1765,"Comedy, Drama, Fantasy, Magic"
100,Shin Shirayuki-hime Densetsu Prétear,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.3,2442,1686,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power"
101,Air,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,7.42,1919,340,"Slice of Life, Supernatural, Drama, Romance"
102,Aishiteruze Baby★★,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.55,1481,1121,"Comedy, Drama, Romance, Shoujo"
103,Akazukin Chacha,TV,Manga,Finished Airing,G - All Ages,7.46,1751,3812,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo"
104,Ayashi no Ceres,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.34,2267,1677,"Adventure, Comedy, Horror, Psychological, Supernatural, Drama, Romance, Shoujo"
105,Boys Be...,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.53,5475,2902,"Slice of Life, Comedy, Romance, Shounen"
106,Hana yori Dango,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.85,790,1936,"Drama, Romance, School, Shoujo"
107,Ou Dorobou Jing,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.32,2357,2244,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
108,Ou Dorobou Jing in Seventh Heaven,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.39,2081,3707,"Adventure, Fantasy, Psychological, Comedy, Shounen"
109,Bakuretsu Tenshi,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.9,3897,1458,"Adventure, Comedy, Mecha, Sci-Fi"
110,Chuuka Ichiban!,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.7,1099,3583,"Action, Comedy, Drama, Shounen"
111,Corrector Yui,TV,Original,Finished Airing,PG - Children,6.9,3902,3808,"Sci-Fi, Adventure, Comedy, Magic"
112,Chou Henshin Cosprayers,TV,Original,Finished Airing,PG-13 - Teens 13 or older,5.05,8991,4462,"Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi"
113,Uchuu no Stellvia,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.46,1788,2836,"Action, Romance, Sci-Fi, Space"
114,Sakigake!! Cromartie Koukou,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8,558,992,"Comedy, School, Shounen"
115,El Hazard: The Alternative World,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.91,3873,4007,"Adventure, Comedy, Fantasy"
116,El Hazard: The Wanderers,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.06,3332,3505,"Adventure, Comedy, Romance, Fantasy"
117,El Hazard: The Magnificent World,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,7.4,2010,3411,"Adventure, Comedy, Fantasy, Romance"
118,El Hazard 2: The Magnificent World,OVA,Original,Finished Airing,PG-13 - Teens 13 or older,6.95,3735,4386,"Adventure, Comedy, Fantasy"
119,Final Approach,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.64,5009,2217,"Comedy, Drama, Romance, Slice of Life"
120,Fruits Basket,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.77,939,222,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo"
121,Fullmetal Alchemist,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.29,247,21,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen"
122,Full Moon wo Sagashite,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.05,489,1158,"Music, Comedy, Supernatural, Drama, Romance, Shoujo"
123,Fushigi Yuugi,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.75,987,1124,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo"
124,Fushigi Yuugi: Eikouden,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,6.98,3636,3289,"Adventure, Fantasy, Romance, Drama, Shoujo"
125,Futakoi,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.59,5247,2250,"Comedy, Romance, School"
126,Futakoi Alternative,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.99,3593,2379,"Comedy, Drama, Romance"
127,Gate Keepers,TV,Game,Finished Airing,PG-13 - Teens 13 or older,7.04,3406,2938,"Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen"
128,Gate Keepers 21,OVA,Game,Finished Airing,PG-13 - Teens 13 or older,6.87,4033,3992,"Action, Drama, Mecha, Sci-Fi, Shounen"
129,Gensoumaden Saiyuuki,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.68,1145,1829,"Adventure, Comedy, Supernatural, Drama, Shounen"
130,Saiyuuki Reload,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.51,1617,2507,"Action, Adventure, Comedy, Drama, Fantasy, Josei"
131,Saiyuuki Reload Gunlock,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.53,1562,3006,"Action, Adventure, Comedy, Fantasy, Josei"
132,GetBackers,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.69,1129,985,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural"
133,Green Green,TV,Visual novel,Finished Airing,R+ - Mild Nudity,6.36,6155,935,"Comedy, Ecchi, Romance, School, Slice of Life"
134,Gunslinger Girl,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.51,1608,655,"Action, Psychological, Military, Drama, Sci-Fi"
135,Hikaru no Go,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.17,349,1001,"Comedy, Game, Shounen, Supernatural"
136,Hunter x Hunter,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.47,118,310,"Action, Adventure, Shounen, Super Power"
137,Hunter x Hunter: Yorkshin City Kanketsu-hen,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,8.39,171,1198,"Action, Adventure, Super Power, Shounen"
138,Hunter x Hunter: Greed Island,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,8.3,237,1126,"Action, Adventure, Shounen, Super Power"
139,Hunter x Hunter: Greed Island Final,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,8.38,175,1145,"Action, Adventure, Shounen, Super Power"
141,Jinki:Extend,TV,Manga,Finished Airing,R - 17+ (violence & profanity),6.22,6691,3946,"Mecha, Sci-Fi"
142,Kamikaze Kaitou Jeanne,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.52,1577,1885,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo"
143,Kannazuki no Miko,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7,3568,1534,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai"
144,Kanon,TV,Visual novel,Finished Airing,G - All Ages,7.22,2724,1594,"Drama, Romance, Slice of Life, Supernatural"
145,Kareshi Kanojo no Jijou,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.64,1250,702,"Comedy, Drama, Romance, School, Shoujo, Slice of Life"
146,Kono Minikuku mo Utsukushii Sekai,TV,Original,Finished Airing,R+ - Mild Nudity,6.87,4042,1601,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi"
147,Kimi ga Nozomu Eien,TV,Visual novel,Finished Airing,R+ - Mild Nudity,7.35,2238,829,"Drama, Romance, Slice of Life"
148,Kita e.: Diamond Dust Drops,TV,Visual novel,Finished Airing,PG-13 - Teens 13 or older,6.71,4714,4359,"Drama, Romance, Slice of Life"
149,Loveless,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.11,3168,879,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai"
150,Blood+,TV,Original,Finished Airing,R - 17+ (violence & profanity),7.76,960,277,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire"
151,Re: Cutey Honey,OVA,Manga,Finished Airing,R+ - Mild Nudity,7.15,3007,2994,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai"
152,Solty Rei,TV,Original,Finished Airing,R - 17+ (violence & profanity),7.35,2259,2583,"Action, Sci-Fi, Super Power"
153,Juuni Kokuki,TV,Novel,Finished Airing,PG-13 - Teens 13 or older,8.13,399,1016,"Action, Adventure, Fantasy, Magic, Supernatural"
154,Shaman King,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.83,833,343,"Action, Adventure, Comedy, Supernatural, Drama, Shounen"
155,X/1999,Movie,Manga,Finished Airing,R - 17+ (violence & profanity),6.66,4951,2298,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural"
156,X,TV,Manga,Finished Airing,R+ - Mild Nudity,7.52,1594,1374,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo"
157,Mahou Sensei Negima!,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.08,3269,899,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural"
158,Maria-sama ga Miteru,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.44,1855,1759,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai"
159,Boukyaku no Senritsu,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.4,5983,3206,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural"
160,"Ima, Soko ni Iru Boku",TV,Original,Finished Airing,R - 17+ (violence & profanity),7.75,990,1099,"Adventure, Drama, Fantasy, Military, Sci-Fi"
161,Peace Maker Kurogane,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.4,2038,1756,"Action, Comedy, Historical, Samurai, Shounen"
162,Pita Ten,TV,Manga,Finished Airing,G - All Ages,7.04,3421,2825,"Comedy, Fantasy, Kids, Romance, School, Shounen"
163,Power Stone,TV,Game,Finished Airing,PG - Children,6.54,5465,4836,"Adventure, Comedy, Fantasy, Historical, Shounen"
164,Mononoke Hime,Movie,Original,Finished Airing,PG-13 - Teens 13 or older,8.8,29,79,"Action, Adventure, Fantasy"
165,RahXephon,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.5,1644,1046,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi"
166,Samurai 7,TV,Other,Finished Airing,PG-13 - Teens 13 or older,7.57,1438,973,"Historical, Mecha, Samurai, Sci-Fi"
167,Scrapped Princess,TV,Light novel,Finished Airing,PG-13 - Teens 13 or older,7.48,1704,1199,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen"
168,s.CRY.ed,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.43,1904,1339,"Action, Sci-Fi, Adventure, Super Power, Drama"
169,Shingetsutan Tsukihime,TV,Visual novel,Finished Airing,R - 17+ (violence & profanity),7.04,3426,800,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire"
170,Slam Dunk,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.55,86,753,"Comedy, Sports, Drama, School, Shounen"
171,Strange Dawn,TV,Original,Finished Airing,PG - Children,6.54,5466,6268,"Adventure, Drama, Fantasy"
173,Tactics,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.31,2407,2073,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen"
174,Tenjou Tenge,TV,Manga,Finished Airing,R - 17+ (violence & profanity),7.05,3390,678,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen"
175,Tokyo Underground,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,6.7,4776,2612,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power"
176,Triangle Heart: Sweet Songs Forever,OVA,Unknown,Finished Airing,PG-13 - Teens 13 or older,6.27,6530,4831,"Adventure, Romance"
177,Tsubasa Chronicle,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.64,1261,505,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen"
178,Ultra Maniac,TV,Manga,Finished Airing,G - All Ages,7.26,2594,2490,"Magic, Comedy, Romance, School, Shoujo"
179,Ultra Maniac OVA,OVA,Unknown,Finished Airing,G - All Ages,6.78,4432,5148,"Magic, Comedy, Romance, School"
180,Vandread,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.29,2477,1316,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space"
181,Vandread: The Second Stage,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.5,1651,1749,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space"
182,Tenkuu no Escaflowne,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.77,954,874,"Adventure, Psychological, Romance, Fantasy, Mecha, Shoujo"
183,Whistle!,TV,Manga,Finished Airing,G - All Ages,7.5,1655,3749,"School, Shounen, Sports"
184,Xenosaga The Animation,TV,Game,Finished Airing,PG-13 - Teens 13 or older,6.44,5866,3028,"Action, Mecha, Sci-Fi, Shounen, Space"
185,Initial D First Stage,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.28,256,745,"Action, Cars, Drama, Seinen, Sports"
186,Initial D Second Stage,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,8.16,360,1136,"Action, Cars, Sports, Drama, Seinen"
187,Initial D Third Stage,Movie,Manga,Finished Airing,PG-13 - Teens 13 or older,7.97,587,1310,"Action, Cars, Sports, Drama, Romance, Seinen"
188,Gosenzo San&#039;e,OVA,Original,Finished Airing,Rx - Hentai,6.25,0,7373,"Comedy, Hentai, Mystery, Supernatural"
189,Love Hina,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.24,2656,425,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life"
190,Love Hina Again,OVA,Manga,Finished Airing,PG-13 - Teens 13 or older,7.33,2310,1204,"Comedy, Drama, Ecchi, Romance, Shounen"
191,Love Hina Christmas Special: Silent Eve,Special,Manga,Finished Airing,PG-13 - Teens 13 or older,7.41,1979,1563,"Slice of Life, Comedy, Romance"
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Special,Unknown,Finished Airing,PG-13 - Teens 13 or older,7.28,2494,1679,"Adventure, Comedy, Romance"
193,Maburaho,TV,Light novel,Finished Airing,R+ - Mild Nudity,6.94,3785,1154,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School"
194,Macross Zero,OVA,Unknown,Finished Airing,R+ - Mild Nudity,7.64,1253,2237,"Adventure, Mecha, Military, Sci-Fi, Shounen"
195,Onegai☆Teacher,TV,Original,Finished Airing,PG-13 - Teens 13 or older,7.3,2434,732,"Sci-Fi, Comedy, Drama, Romance, School"
196,Onegai☆Twins,TV,Original,Finished Airing,PG-13 - Teens 13 or older,6.99,3611,1226,"Comedy, Drama, Harem, School, Sci-Fi"
197,Rizelmine,TV,Manga,Finished Airing,R+ - Mild Nudity,6.62,5132,2747,"Sci-Fi, Comedy, Romance, Ecchi, School"
198,Speed Grapher,TV,Original,Finished Airing,R+ - Mild Nudity,7.43,1910,1073,"Action, Mystery, Super Power"
199,Sen to Chihiro no Kamikakushi,Movie,Original,Finished Airing,PG - Children,8.92,19,39,"Adventure, Supernatural, Drama"
200,Tenshi na Konamaiki,TV,Manga,Finished Airing,PG-13 - Teens 13 or older,7.56,1479,2814,"Comedy, Magic, Romance, Shounen"
